1.919797255930780100e+00,4.944252879255890409e-01,1.727299554175174556e-01,2.184057811532551796e-01,1.720346154949916884e-01,3.056559758360386377e-09,-1.261215262452341217e-10,8.685194299090635733e-11,7.000286005234706247e-12,-3.007771285609374529e-10,-1.981414828574983228e-10,1.157054722637819945e-10
4.944252879255876532e-01,1.414818836467931717e+00,4.448472937322373033e-01,1.874932613564703476e-01,1.476867041249071699e-01,7.842704430087134278e-09,-3.236101796823513824e-10,2.228499266841895520e-10,1.796175386885990667e-11,-7.717520039258536406e-10,-5.084033057557889917e-10,2.968840433845343992e-10
1.727299554175171226e-01,4.448472937322367482e-01,1.554116318218180304e+00,5.895216781362924152e-01,1.547840139449088437e-01,-3.122494165210920595e-09,1.288421496524219425e-10,-8.872546479242142880e-11,-7.151292280926402965e-12,3.072653254665036785e-10,2.024156807065540510e-10,-1.182014063485668147e-10
2.184057811532552351e-01,1.874932613564707917e-01,5.895216781362931924e-01,2.484692816114904890e+00,5.871431450078000713e-01,-4.890240657734762691e-10,2.017839218660829896e-11,-1.389558642377815015e-11,-1.119987369621513992e-12,4.812183170907228927e-11,3.170098450728040498e-11,-1.851191043260585088e-11
1.720346154949919937e-01,1.476867041249074197e-01,1.547840139449090657e-01,5.871431450077998493e-01,1.541601962061786679e+00,2.738995602227334342e-09,-1.130180114381935883e-10,7.782837853777150505e-11,6.272984694713399526e-12,-2.695276053823643730e-10,-1.775553867975455142e-10,1.036841431996532287e-10
3.056559758360387204e-09,7.842704430087129315e-09,-3.122494165210916046e-09,-4.890240657734766826e-10,2.738995602227330206e-09,3.083544831860107209e-06,6.975353883400740240e-07,4.894005857519084402e-08,7.208382728923604263e-08,-1.172520385686203304e-12,-7.724155390805956403e-13,4.510549908293570653e-13
-1.261215262452343285e-10,-3.236101796823514858e-10,1.288421496524219683e-10,2.017839218660835712e-11,-1.130180114381933169e-10,6.975353883400741298e-07,1.753239077046344331e-06,1.107079870295156243e-07,5.435430387397578037e-08,4.838121034339639118e-14,3.187185410588460402e-14,-1.861169038437011669e-14
8.685194299090653827e-11,2.228499266841899914e-10,-8.872546479242149342e-11,-1.389558642377818731e-11,7.782837853777156968e-11,4.894005857519081093e-08,1.107079870295157037e-07,7.767362194690163851e-08,3.432190577542183784e-08,-3.331708906222104790e-14,-2.194813635886663247e-14,1.281669767526141885e-14
7.000286005234852458e-12,1.796175386886027825e-11,-7.151292280926583911e-12,-1.119987369621545092e-12,6.272984694713462534e-12,7.208382728923588381e-08,5.435430387397592595e-08,3.432190577542182460e-08,1.685100815522491969e-07,-2.685364820472098774e-15,-1.769024693092319014e-15,1.033028695499100051e-15
-3.007771285609374529e-10,-7.717520039258534338e-10,3.072653254665032649e-10,4.812183170907231512e-11,-2.695276053823639078e-10,-1.172520385686202900e-12,4.838121034339634701e-14,-3.331708906222097848e-14,-2.685364820472040793e-15,1.967808785995144628e-07,2.109325600863265992e-08,8.938495614469929538e-09
-1.981414828574982969e-10,-5.084033057557886815e-10,2.024156807065537925e-10,3.170098450728043083e-11,-1.775553867975451781e-10,-7.724155390805955393e-13,3.187185410588459140e-14,-2.194813635886659461e-14,-1.769024693092288840e-15,2.109325600863265000e-08,2.512227494958644843e-08,9.581295760360737315e-09
1.157054722637819298e-10,2.968840433845340890e-10,-1.182014063485665820e-10,-1.851191043260585088e-11,1.036841431996529443e-10,4.510549908293566614e-13,-1.861169038437008513e-14,1.281669767526138414e-14,1.033028695499079935e-15,8.938495614469931192e-09,9.581295760360732352e-09,4.060222647234853957e-08
